"Title","PublicationDate","Year"
"organ specific hematopoietic changes induced by a recombinant human interferon alpha in mice","1990 May",1990
"aids dilemma worry and concern over aids","1990 May-Jun",1990
"inhibition of serum enhanced hiv 1 infection of u937 monocytoid cells by recombinant soluble cd4 and anti cd4 monoclonal antibody","1990 May",1990
"human immunodeficiency virus associated progressive multifocal leukoencephalopathy apparent response to 3 azido 3 deoxythymidine","1990 May-Jun",1990
"oral manifestations of aids in a heterosexual population in a zaire hospital","1990 May",1990
"alveolar macrophages in aids patients increased spontaneous tumour necrosis factor alpha production in pneumocystis carinii pneumonia","1990 May",1990
"comparisons of the clinical and radiological features and surgical management of posterior fossa meningiomas and acoustic neuromas","1990 May",1990
"respiratory failure in the patient with aids is critical care warranted","1990 May",1990
"hiv infection aids and community nursing staff in scotland","1990 May",1990
"leukoagglutinins in patients with hemophilia","1990 May",1990
"drug problems and primary health care","1990 May",1990
"some reflections on dynamics and dilemmas in a ddu","1990 May",1990
"physicians perceptions about increased glove wearing in response to risk of hiv infection","1990 May",1990
"cumulative probability of occupationally acquired hiv infection the risks of repeated exposures during a surgical career","1990 May",1990
"geographic distribution frequency and specimen source of mycobacterium avium complex serotypes isolated from patients with acquired immunodeficiency syndrome","1990 May",1990
"controversies in transfusion medicine alanine aminotransferase screening of blood donors pro","1990 May",1990
"soluble cd4 a new antiviral treatment for aids","1990 May",1990
"psychiatric patients and aids the forensic clinician perspective","1990 May",1990
"thrombotic thrombocytopenic purpura causing sudden unexpected death a series of eight patients","1990 May",1990
"methylchloroisothiazolinone methylisothiazolinone reactions in patients screened for vehicle and preservative hypersensitivity","1990 May",1990
"psychiatric consultation issues in pediatric hiv and aids","1990 May",1990
"voluntarily informing others of positive hiv test results patterns of notification by infected gay men","1990 May",1990
"aids and hepatitis b protection strategies","1990 May",1990
"nurses making a difference two nurses in arizona work in the community to respond to aids","1990 May",1990
"texas task force to target fraudulent aids treatments","1990 May",1990
"outcomes of treatment with azt of patients with aids and symptomatic hiv infection","1990 May",1990
"can the course of high dose cotrimoxazole for pneumocystis carinii pneumonia in aids be shorter a possible solution to the problem of cotrimoxazole toxicity","1990 May",1990
"implications of the edinburgh aids epidemic for the united kingdom","1990 May",1990
"spect gallium 67 scanning in early human immunodeficiency virus hiv infection failure of scanning abnormalities to correlate with immunologic staging","1990 May",1990
"show leadership aids society urges","1990 May",1990
"glycosylation of the envelope glycoprotein gp130 of simian immunodeficiency virus from sooty mangabey cercocebus atys","1990 May 1",1990
"n terminal region of the human immunodeficiency virus envelope glycoprotein gp120 contains potential binding sites for cd4","1990 May",1990
"effects of maternal cocaine abuse on perinatal and infant outcome","1990 May",1990
"why teens need to know about aids","1990 May",1990
"hospital administrators response to aids results of a national survey","1990 May",1990
"aids file new oral antifungal may replace i v treatment","1990 May",1990
"clonazepam treatment of acute mania in an aids patient","1990 May",1990
"noncompliance in hospitalized patients with aids","1990 May",1990
"niaid releases statement on early zidovudine use","1990 May",1990
"protection against aids","1990 May",1990
"vertical transmission of human immunodeficiency virus is correlated with the absence of high affinity avidity maternal antibodies to the gp120 principal neutralizing domain","1990 May",1990
"abnormal lung gallium 67 uptake preceding pulmonary physiologic impairment in an asymptomatic patient with pneumocystis carinii pneumonia","1990 May",1990
"presence and prognostic significance of antilymphocyte antibodies in symptomatic and asymptomatic human immunodeficiency virus infection","1990 May",1990
"intrathecal synthesis of anti hiv igg correlation with increasing duration of hiv 1 infection","1990 May",1990
"treatment outcome in children with malignancies associated with human immunodeficiency virus infection","1990 May",1990
"alterations in antibody dependent cellular cytotoxicity during the course of hiv 1 infection humoral and cellular defects","1990 May 1",1990
"aids prevention for i v drug users and their sexual partners in philadelphia","1990 May",1990
"increase in condom sales following aids education and publicity united states","1990 May",1990
"hiv antibody testing among adults in the united states data from 1988 nhis","1990 May",1990
"calcified hilar and mediastinal lymph nodes in an aids patient with pneumocystis carinii infection","1990 May",1990
"t and b lymphocyte responses to human immunodeficiency virus hiv type 1 in macaques immunized with hybrid hiv hepatitis b surface antigen particles","1990 May",1990
"hiv infection and nosocomial risk experience at the orl clinic of pisa","1990 May-Jun",1990
"same 50 kda cellular protein binds to the negative regulatory elements of the interleukin 2 receptor alpha chain gene and the human immunodeficiency virus type 1 long terminal repeat","1990 May-Jun",1990
"presence of maternal antibodies to human immunodeficiency virus 1 envelope glycoprotein gp120 epitopes correlates with the uninfected status of children born to seropositive mothers","1990 May-Jun",1990
"jails and aids risk factors for hiv infection in the prisons of madrid","1990 May-Jun",1990
"anti beta 2 microglobulin monoclonal antibodies mediate a delay in hiv1 cytopathic effect on mt4 cells","1990 May-Jun",1990
"multiple antigen mediated autoimmunity mama in aids a possible model for postinfectious autoimmune complications","1990 May-Jun",1990
"clinical and parasitological presentation of plasmodium falciparum malaria in uganda is unaffected by hiv 1 infection","1990 May-Jun",1990
"oral hairy leukoplakia","1990 May",1990
"a case of fiessinger leroy reiter syndrome etiopathogenic diagnostic and therapeutic problems","1990 May",1990
"social perception of aids risk","1990 May-Jun",1990
"rapid spread of hiv infections among narcotic addicts","1990 May-Jun",1990
"the characteristics of the opportunistic infections associated with aids tuberculosis and toxoplasmosis","1990 May",1990
"the human immunodeficiency virus type 2 hiv 2","1990 May",1990
"prevention of aids transmission","1990 May-Jun",1990
"bone marrow transplantation in an hiv positive thalassemic child following therapy with azidothymidine","1990 May-Jun",1990
"incidence and clinicopathological heterogeneity of hiv related non hodgkin s lymphoma","1990 May-Jun",1990
"the detection of the hiv antigen and antibodies by using an agglutination test with soviet latex","1990 May-Jun",1990
"the characteristics of the interaction of the proteins comprising the virions of the human immunodeficiency virus type 1","1990 May-Jun",1990
"symptomatic hiv infection approaches to rational therapy","1990 May",1990
"isolation of fluoroquinolone resistant escherichia coli and klebsiella pneumoniae from an infected hickman catheter","1990 May",1990
"temporary increase in serum beta 2 microglobulin during treatment with interferon alpha for aids associated kaposi s sarcoma","1990 May",1990
"detection of salivary immunoglobulin a antibodies to hiv 1 in infants and children","1990 May",1990
"on the structure of the epidemic spread of aids the influence of an infectious coagent","1990 May",1990
"fluorometric assay for hiv protease activity using high performance liquid chromatography","1990 May 1",1990
"serum igg and iga antibodies specific to epstein barr virus capsid antigen in a longitudinal study of human immunodeficiency virus infection and disease progression in homosexual men","1990 May",1990
"naegleria and acanthamoeba infections review","1990 May-Jun",1990
"extrapulmonary pneumocystis carinii infections","1990 May-Jun",1990
"education is no cure all discussing a comprehensive approach to reducing the risk of aids","1990 May 1",1990
"inhaled pentamidine an overview of its pharmacological properties and a review of its therapeutic use in pneumocystis carinii pneumonia","1990 May",1990
"pentamidine a risk benefit analysis","1990 May-Jun",1990
"drug abuse psychiatric disorders and aids dual and triple diagnosis","1990 May",1990
"primary care for aids and chemical dependence","1990 May",1990
"estimating the distribution of times from hiv seroconversion to aids using multiple imputation multicentre aids cohort study","1990 May",1990
"why we still use our heads instead of formulas toward an integrative approach","1990 May",1990
"ocular problems in aids","1990 May",1990
"zidovudine prophylaxis following exposure to human immunodeficiency virus","1990 May-Jun",1990
"occurrence characteristics and patterns of hiv 1 and hiv 2 western blot indeterminate sera in low risk populations in west virginia and pre aids africa","1990 May",1990
